Number,Date,Text
3296,2020-04-07,My best friends dad's seriously ill in hospital with Covid 19. Poor man has dementia and family can't visit him. Heart breaking.🙏
3297,2020-04-07,Update on my grandfather. His COVID is horrible and its pretty clear he is dying. They (rightfully) don't want to send him to the hospital since he is 93 and has dementia so they want to use the ventilators on someone who will more likely live. Crying a lot today
3298,2020-04-07,Emotional day as my lovely friend died without her family by her side albeit not from covid-19 but dementia 💔 😭 #coronavirusuk #dementia #RIPLillian #lifeisabitch
3299,2020-04-07,"Doing fine personally. So thankful I can isolate and WFH. Daughter is an RN on a COVID floor. Mom, who has severe dementia, is in a FL nursing home. And oldest son is an officer in Brevard County jail. Those are the ones closest to me that are most in my mind. Praying constantly."
3300,2020-04-07,"my friend survived forced destitution for years as an asylum seeker - not allowed to work or claim benefits, not even allowed into a homeless hostel. Last year he was finally granted refugee status and is now working on the covid front line caring for people with dementia."
3301,2020-04-07,My grandmother tested positive for Covid -19 ... 💔 she’s already fighting cancer and she’s has dementia ..
3302,2020-04-07,"Iove my days off yikes...it is really crazy at work...mental health, strokes, dementia, COVID....masks, gowns, gives, alarms, call lights.....😣 I had today off....so lovely... "
3303,2020-04-06,"My father died last week. He did not have COVID-19, but because of virus, we were not allowed to visit his rehab for his last two weeks A Holocaust survivor who suddenly developed dementia, he couldn't understand why his family deserted him. Funeral was 25hr drive NC to NY to NC"
3304,2020-04-06,Larry have a great show with Gordon--you 2 are great--Please keep my Dad in your prayers--has pneumonia with dementia and test results are in--he also tested positive for CoVID
3305,2020-04-06,A few nights I have woken up hearing the screams of a patient who had dementia and was put on end of life care because of covid-19 she screamed all through my 12.5 hour shift we tried our best to calm her but nothing would work for more than 10 minutes that was 10 days ago
3306,2020-04-06,Mum has dementia Lives in her own house with care worker visits. Council say carers cannot check her temp (we've a forehead scanner) nor administer paracetamol. This is a risk to both them and my mum as PPE not used unless there are covid signs which temp would indicate.
3307,2020-04-06,My wee daddy (74)who has dementia is a mad Celtic @CelticFC supporter collapsed last night  and  is pos for #Covid_19 In hospital . We can’t visit or take him anything ! It breaks my heart that he might think we have abandoned him 😢Please keep him in ur thoughts HH
3308,2020-04-06,"My brother has covid and he is very high risk, severe COPD, mild CHF , dementia. He lives in a nursing home and was sent to the hospital with fever, lethargy and decreases O2 The ER doctor put him on Zithromax and Hydroxychloriqine. The doctor told me that that is protocol."
3309,2020-04-06,"I hope your cousin will be ok. My MIL is recovering from COVID - diabetic and has dementia. Got good news today.😊. But yes. We are a hotspot. Wow. I just read about Shea - he is described as a Christian supremacist! Your Gov. Inslee is amazing, tho. Everything is a fight now. :("
3310,2020-04-06,"This has been my observation from a very small sample 5 patients with advanced dementia in dementia specialist inpatient ward, if it was not for nurses in recognising the off colour , lethargic patients on the unit we would not have detected Covid 19 "
3311,2020-04-06,My papa has dementia n has no fucking clue about COVID-19 n doesn’t understand that he can’t leave the house. Every time my nanny tells him they can’t go out cos there’s a bad flu going about he’s screaming “awk yer arse” at her. If ye don’t laugh ye cry 🤣
3312,2020-04-06,"There're now multiple confirmed Covid cases on my grandmother's nursing home floor, the dementia wing. There's a great chance she'll contract it, and she's not in the right state of mind to be able to take precautions. I'm quite worried I might lose her before this is all done."
3313,2020-04-06,That's so lovely. My mother in law has lewy body dementia and is isolated in hospital. Shes just been diagnosed with Covid.. she doesn't understand why we can visit her...just heart breaking
3314,2020-04-06,My Mrs' company is offering a bonus scheme for those who haven't isolated yet. She works in a care home currently hard hit by covid and are preparing to take NHS covid patients whilst try to give dementia suffers the best possible life.
3315,2020-04-06,"Upset as my mother, a 96 year-old, WWII veteran, with advanced dementia, heart failure, COPD, kidney failure and other chronic health issues has @NHSuk #care #Funding withdrawn. Poor timing given the impact of #Covid_19 on adult social care, and our ability to arrange her care."
3316,2020-04-06,"Someone needs to be tested for covid 19, dementia and delusions of grandeur. My thoughts are with you Linda at this tough time. "
3317,2020-04-06,Need some Alzheimer's & Covid coping techniques? Check out this clip from my bonus episode. @SusanStraley had a lot of good advice to share. #alzheimers #dementia #caregiver
3318,2020-04-06,Last week Alzheimer’s society staff in NHSCT delivered 158 incoming and outgoing calls to support people affected by dementia through COVID-19. @AlzSocNI @NHSCTrust well done team. @patsmyth_
3319,2020-04-06,"My father died alone last week in hospital, not from COVID, because we couldn’t be there to hold his hand. How scary for a dementia patient, devastating for us who cared for him; this will affect everyone for a while yet so stay the course and stay at home."
3320,2020-04-06,The impact of covid 19 on dementia not just physically but emotionally is very much unclear. Today we heard that my dad was documented as passing away from the virus and lewy body's. (He actually had vascular too) We must learn more about how the virus can impact So we know..
3321,2020-04-06,"My grandma has pneumonia and tested positive for COVID at her nursing home (because she has severe Alzheimer’s/Dementia), which has been in lockdown since March. They say it’s mild but all I can think about is never getting to see her again."
3322,2020-04-06,"💔 So thankful my mum died with me at her side b4 all this; heartbroken for #carehome residents ( and  those living alone at home)  and  their families, separated by #lockdown,  and  for #carestaff - proxy family, risking lives with inadequate or no PPE. #socialcare #dementia #COVID19 #COVID"
3323,2020-04-06,"My mum 87, is in a nursing home with dementia. We were contacted by the GP to say that if she contracts COVID-19, she will not be transferred to hospital, she had no advance directive, as a family we were never asked to sign a DNR, yet we have been told this is trust protocol"
3324,2020-04-06,"My nan has the virus was very ill last week and we were told to expect the worst. She is 85, has dementia and a poorly heart. Today my nan is eating and on the mend 🙏🏼 praying for this outcome your friend too, I really am 💙💙💙 #Covid_19"
